"type","tag","title","author","year","volume","number","journal","pages","editor","booktitle","publisher","address","doi","misc","report","keywords","url","Link","keyword1","keyword2","keyword3","keyword4","keyword5","...25"
"techreport","tbep0304","Seagrass Communities of the Gulf Coast of Florida: Status and Ecology","Dawes, C.J., R.C. Phillips, G. Morrison","2004","NA","#03-04","NA","NA","NA","NA","Florida Fish and Wildlife Conservation Commission Fish and Wildlife Research Institute and the Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#03-04","seagrass, bay habitats, status and trends, fish and wildlife, light attenuation","https://drive.google.com/file/d/1UE3HVNAkdjf5Txq970YCuH797pg9iTHD/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1UE3HVNAkdjf5Txq970YCuH797pg9iTHD/view?usp=drivesdk"">View Document</a>","seagrass","bay habitats","status and trends","fish and wildlife","light attenuation",NA
"techreport","tbep0204","Nonindigenous Marine Species in the Greater Tampa Bay Ecosystem, Literature Review and Field Survey of Tampa Bay for Nonindigenous Marine and Estuarine Species","P. Baker, S.M. Baker, J. Fajans","2004","NA","#02-04","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#02-04","fish and wildlife, invasive species, assessment, bay habitats, restoration","https://drive.google.com/file/d/1xFKBRxht3LaV0EViZ814LfW1bHwH_nmT/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1xFKBRxht3LaV0EViZ814LfW1bHwH_nmT/view?usp=drivesdk"">View Document</a>","fish and wildlife","invasive species","assessment","bay habitats","restoration",NA
"techreport","tbep0104","Tracking Chlorophyll-a and Light Attenuation in Tampa Bay: Application to 2003 Data","Janicki Environmental, Inc.","2004","NA","#01-04","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#01-04","water quality, chlorophyll, light attenuation, monitoring, pollutant loading","https://drive.google.com/file/d/1juhfptqA4R-Bq_XfW6nOhqFxJSorGkfq/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1juhfptqA4R-Bq_XfW6nOhqFxJSorGkfq/view?usp=drivesdk"">View Document</a>","water quality","chlorophyll","light attenuation","monitoring","pollutant loading",NA
"techreport","tbep1003","Evaluation of Alternative Methods of Achieving Sediment Quality Targets","K. Hackett, A. Janicki, R. Pribble","2003","NA","#10-03","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#10-03","benthos, contaminants, restoration, fish and wildlife, shellfish","https://drive.google.com/file/d/1WOXoXrbB-LXZv5r1yXhqojjuCf7J7BME/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1WOXoXrbB-LXZv5r1yXhqojjuCf7J7BME/view?usp=drivesdk"">View Document</a>","benthos","contaminants","restoration","fish and wildlife","shellfish",NA
"proceedings","tbep0903","Submerged Aquatic Habitat Restoration in Estuaries: Issues, Options and Priorities: Workshop Presentations and Abstracts","Workshop participants","2003","NA","NA","NA","NA","NA","NA","Workshops March 11-13, 2003","Mote Marine Laboratory, Sarasota, Florida","NA","#09-03","#09-03","seagrass, restoration, bay habitats, water quality, monitoring","https://drive.google.com/file/d/1Ef-MoV-jYM2hgyNDIK5xXr0UQp292fL5/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1Ef-MoV-jYM2hgyNDIK5xXr0UQp292fL5/view?usp=drivesdk"">View Document</a>","seagrass","restoration","bay habitats","water quality","monitoring",NA
"techreport","tbep0803","Atmospheric Concentrations and Dry Deposition Rates of Polycyclic Aromatic Hydrocarbons (PAHs) for Tampa Bay, Florida, USA","N. Poor, R. Tremblay, H. Kay, V. Bhethanabotla, E. Swartz, M. Luther, S. Campbell","2003","NA","#08-03","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#08-03","contaminants, monitoring, water quality","https://drive.google.com/file/d/1MAJ2wj5-NXrmUDgOZUbc4XKbpMQBVQWW/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1MAJ2wj5-NXrmUDgOZUbc4XKbpMQBVQWW/view?usp=drivesdk"">View Document</a>","contaminants","monitoring","water quality",NA,NA,NA
"techreport","tbep0703","Report from the Local Rule Review Committee for Tampa Bay","Tampa Bay Estuary Program","2003","NA","#07-03","NA","NA","NA","NA","Prepared for the Florida Fish and Wildlife Conservation Commission by the Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#07-03","fish and wildlife, regulations, program guidance, public access, recreation","https://drive.google.com/file/d/15xz0Eqkg-giEKjV6rgsS9ZYrRhR61aM2/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/15xz0Eqkg-giEKjV6rgsS9ZYrRhR61aM2/view?usp=drivesdk"">View Document</a>","fish and wildlife","regulations","program guidance","public access","recreation",NA
"techreport","tbep0603","Tampa Bay Benthic Monitoring Program Redesign Assessment","Janicki Environmental, Inc.","2003","NA","#06-03","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#06-03","benthos, monitoring, fish and wildlife, status and trends, contaminants","https://drive.google.com/file/d/1-C1EAaLSM08OjpZwBH26s38MCw31rz8W/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1-C1EAaLSM08OjpZwBH26s38MCw31rz8W/view?usp=drivesdk"">View Document</a>","benthos","monitoring","fish and wildlife","status and trends","contaminants",NA
"techreport","tbep0503","Status of Wading Bird Populations of the Hillsborough River Watershed","R.T. Paul","2003","NA","#05-03","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#05-03","fish and wildlife, bay habitats, monitoring, citizen science, assessment","https://drive.google.com/file/d/1qSEI9BH0RW1NWugVRquQzzYXfp6-EakR/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1qSEI9BH0RW1NWugVRquQzzYXfp6-EakR/view?usp=drivesdk"">View Document</a>","fish and wildlife","bay habitats","monitoring","citizen science","assessment",NA
"techreport","tbep0403","Nitrogen Loadings to Tampa Bay: Model Based Estimates of 1998 and 2010 Loads to Major Basins, and TN Load Reduction/Preclusion Apportionment","Janicki Environmental, Inc.","2003","NA","#04-03","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#04-03","water quality, monitoring, nitrogen, modelling, pollutant loading","https://drive.google.com/file/d/1-5b7MkxM_BN01oR1cTtDgkHKC0kFsvBG/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1-5b7MkxM_BN01oR1cTtDgkHKC0kFsvBG/view?usp=drivesdk"">View Document</a>","water quality","monitoring","nitrogen","modelling","pollutant loading",NA
"techreport","tbep0303","Data Summary from the Tampa Bay Interagency Seagrass Monitoring Program through the Year 2002","W. Avery, R. Johansson","2003","NA","#03-03","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#03-03","assessment, bay habitats, seagrass, monitoring, light attenuation, transect","https://drive.google.com/file/d/1UcEIdUq9L3eQoAAc9Z2p56iw90LqJyv6/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1UcEIdUq9L3eQoAAc9Z2p56iw90LqJyv6/view?usp=drivesdk"">View Document</a>","assessment","bay habitats","seagrass","monitoring","light attenuation","transect"
"techreport","tbep0203","Evaluation of Changes in Total Nitrogen Loadings to Tampa Bay due to Expected Nitrogen Air Emissions Reductions","R. Pribble, A. Janicki, and M. Winowitch","2003","NA","#02-03","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#02-03","water quality, monitoring, nitrogen, modelling, pollutant loading","https://drive.google.com/file/d/1zS52AqUsGOC6U0YGgXTvVkrO8k3rdGTK/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1zS52AqUsGOC6U0YGgXTvVkrO8k3rdGTK/view?usp=drivesdk"">View Document</a>","water quality","monitoring","nitrogen","modelling","pollutant loading",NA
"techreport","tbep0103","Tracking Chlorophyll-a and Light Attenuation in Tampa Bay: Application to 2002 Data","A. Janicki, R. Pribble, M. Winowitch","2003","NA","#01-03","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#01-03","water quality, chlorophyll, light attenuation, monitoring, pollutant loading","https://drive.google.com/file/d/1J6zMjaW5OWIraL-QIjJqrG4U0XlCP_Qz/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1J6zMjaW5OWIraL-QIjJqrG4U0XlCP_Qz/view?usp=drivesdk"">View Document</a>","water quality","chlorophyll","light attenuation","monitoring","pollutant loading",NA
"techreport","tbep1202","Piney Point and Bishop Harbor Monitoring Program Design","Janicki Environmental, Inc.","2002","NA","#12-02","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#12-02","water quality, monitoring, contaminants, regulations, assessment","https://drive.google.com/file/d/1nmsqVw42c3VMb2ay9wlx-uIEFmYFnx1y/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1nmsqVw42c3VMb2ay9wlx-uIEFmYFnx1y/view?usp=drivesdk"">View Document</a>","water quality","monitoring","contaminants","regulations","assessment",NA
"techreport","tbep1102","Tampa Bay Benthic Monitoring Program: Status of Hillsborough Bay: 1993-1998","S.A. Grabe, D.J. Karlen, C.M. Holden, B. Goetting, T. Dix","2002","NA","#11-02","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#11-02","benthos, monitoring, fish and wildlife, status and trends, contaminants","https://drive.google.com/file/d/1gX7jaY8S8pafsgx-H5vn60dou0U5Zxho/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1gX7jaY8S8pafsgx-H5vn60dou0U5Zxho/view?usp=drivesdk"">View Document</a>","benthos","monitoring","fish and wildlife","status and trends","contaminants",NA
"techreport","tbep1002","An Ecosystem-based Framework for Assessing and Managing Sediment Quality Conditions in Tampa Bay, Florida","D.D. MacDonald, D.E. Smorong, R.A. Lindskoog","2002","NA","#10-02","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#10-02","assessment, bay habitats, seagrass, monitoring, light attenuation","https://drive.google.com/file/d/166Pt5Ge3MntEa1t64fO-UaaoxumAgql7/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/166Pt5Ge3MntEa1t64fO-UaaoxumAgql7/view?usp=drivesdk"">View Document</a>","assessment","bay habitats","seagrass","monitoring","light attenuation",NA
"techreport","tbep0902","Data Summary from the Tampa Bay Interagency Seagrass Monitoring Program Through the Year 2001","W. Avery, R. Johansson","2002","NA","#09-02","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#09-02","seagrass, bay habitats, monitoring, restoration, water quality, transect","https://drive.google.com/file/d/1xmIXfkQrrmYy43weMNBTdhYo3YCfuh8M/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1xmIXfkQrrmYy43weMNBTdhYo3YCfuh8M/view?usp=drivesdk"">View Document</a>","seagrass","bay habitats","monitoring","restoration","water quality","transect"
"techreport","tbep0802","Atmospheric Deposition of Nitrogen and Air Toxins to the Tampa Bay Estuary","N. Poor","2002","NA","#08-02","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#08-02","water quality, monitoring, nitrogen, modelling, pollutant loading","https://drive.google.com/file/d/1Lof5g-vHjR7Vm3naZW1n0ej-CfaP-qxK/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1Lof5g-vHjR7Vm3naZW1n0ej-CfaP-qxK/view?usp=drivesdk"">View Document</a>","water quality","monitoring","nitrogen","modelling","pollutant loading",NA
"techreport","tbep0702","Evaluating the Effects of Offshore Sandbars on Seagrass Recovery and Restoration in Tampa Bay Through Ecological Forecasting and Hindcasting of Exposure to Waves","M.S. Fonseca, B.D. Robbins, P.E. Whitfield, L.Woods, P.Clinton","2002","NA","#07-02","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#07-02","bay habitats, seagrass, restoration, modelling, monitoring","https://drive.google.com/file/d/1OdNeHnnRBiFIpcMQ6tloTYZ52fh1SM_t/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1OdNeHnnRBiFIpcMQ6tloTYZ52fh1SM_t/view?usp=drivesdk"">View Document</a>","bay habitats","seagrass","restoration","modelling","monitoring",NA
"techreport","tbep0602","Tampa Bay Baywide Environmental Monitoring Report","R.J. Pribble, A. J. Janicki, H. Greening, eds","2003","NA","#06-02","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#06-02","monitoring, bay habitats, water quality, fish and wildlife, pollutant loading, transect","https://drive.google.com/file/d/1gI0CzxOo5U7qOu57Q3ScoHk6XKs-Zxv0/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1gI0CzxOo5U7qOu57Q3ScoHk6XKs-Zxv0/view?usp=drivesdk"">View Document</a>","monitoring","bay habitats","water quality","fish and wildlife","pollutant loading","transect"
"techreport","tbep0502","Tampa Bay Sediment Quality Targets Physical Parameters Assessment","Janicki Environmental, Inc.","2002","NA","#05-02","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#05-02","benthos, monitoring, fish and wildlife, status and trends, program guidance","https://drive.google.com/file/d/1OaxWIzHQgw8jMHL40REr_0mwz4T8qkrG/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1OaxWIzHQgw8jMHL40REr_0mwz4T8qkrG/view?usp=drivesdk"">View Document</a>","benthos","monitoring","fish and wildlife","status and trends","program guidance",NA
"proceedings","tbep0402","Seagrass Management: It's Not Just Nutrients!","H. Greening","2002","NA","NA","NA","NA","NA","NA","Proceedings of a Symposium August 22-24, 2000","St. Petersburg, Florida","NA","#04-02","#04-02","seagrass, restoration, bay habitats, water quality, monitoring, transect","https://drive.google.com/file/d/1XLwqUQpElFejKk3EdXNb2R5wDLa3diW9/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1XLwqUQpElFejKk3EdXNb2R5wDLa3diW9/view?usp=drivesdk"">View Document</a>","seagrass","restoration","bay habitats","water quality","monitoring","transect"
"techreport","tbep0302","Tracking Chlorophyll-a and Light Attenuation in Tampa Bay: Application to 2001 Data","A. Janicki, R. Pribble","2002","NA","#03-02","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#03-02","water quality, chlorophyll, light attenuation, monitoring, pollutant loading","https://drive.google.com/file/d/1oBIYkP90osZO1d_FNMshlVm7Hw0LR9bc/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1oBIYkP90osZO1d_FNMshlVm7Hw0LR9bc/view?usp=drivesdk"">View Document</a>","water quality","chlorophyll","light attenuation","monitoring","pollutant loading",NA
"proceedings","tbep0202","Water Budget Workshop for Tampa Bay: Presentations and Workshop Summary, December 4-5, 2001","H. Greening, M. Cladas","2002","NA","NA","NA","NA","NA","NA","Workshop proceedings","St. Petersburg, Florida","NA","#02-02","#02-02","pollutant loading, stormwater, program guidance, assessment, regulations","https://drive.google.com/file/d/1rs0SlPbxXd6c1Egh8deYDvDm45TLyNOG/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1rs0SlPbxXd6c1Egh8deYDvDm45TLyNOG/view?usp=drivesdk"">View Document</a>","pollutant loading","stormwater","program guidance","assessment","regulations",NA
"techreport","tbep0102","Status of Tampa Bay Sediments: Polycyclic Aromatic Hydrocarbons, Organochlorine Pesticides, and Polychlrorinated Biphenyls (1993 and 1995-1999)","S.A. Grabe, J.Barron","2002","NA","#01-02","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#01-02","benthos, contaminants, monitoring, stormwater, bay habitats","https://drive.google.com/file/d/164OV7DwxNzbKZ6S88DuSWyb7hP6HY-WC/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/164OV7DwxNzbKZ6S88DuSWyb7hP6HY-WC/view?usp=drivesdk"">View Document</a>","benthos","contaminants","monitoring","stormwater","bay habitats",NA
"techreport","tbep1301","Survey of the Distribution of the Marine Slime Mold Labyrinthula sp. in the seagrass Thalassia testudinum in the Tampa Bay Area, Fall 1999-Fall 2000","B. Blakesley, P. Hall, D. Berns, J. Hyniova, M. Merello, R. Conroy","2001","NA","#13-01","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#13-01","bay habitats, seagrass, pathogens","https://drive.google.com/file/d/1hX2G2JdZHTz7vW57hS0Ma8qJdTmj2dVe/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1hX2G2JdZHTz7vW57hS0Ma8qJdTmj2dVe/view?usp=drivesdk"">View Document</a>","bay habitats","seagrass","pathogens",NA,NA,NA
"techreport","tbep1201","Survey Research on Florida Boaters and Manatee Management","S.Jacobson, S. Aipanjiguly","2000","NA","#12-01","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#12-01","recreation, fish and wildlife, education, status and trends","https://drive.google.com/file/d/165ysYq0ucb6vTzGntdRCEMllRtO6yVUu/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/165ysYq0ucb6vTzGntdRCEMllRtO6yVUu/view?usp=drivesdk"">View Document</a>","recreation","fish and wildlife","education","status and trends",NA,NA
"techreport","tbep1101","Assessing the 2000 Chlorophyll a and Light Attenuation Conditions in Tampa Bay: Tracking Progress Toward TBEP Goals","A. Janicki, R. Pribble","2001","NA","#11-01","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#11-01","chlorophyll, light attenuation, seagrass, status and trends, assessment","https://drive.google.com/file/d/17bNmiauN2q2REsgUiZY2Enl_Y1nGDGJk/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/17bNmiauN2q2REsgUiZY2Enl_Y1nGDGJk/view?usp=drivesdk"">View Document</a>","chlorophyll","light attenuation","seagrass","status and trends","assessment",NA
"techreport","tbep1001","Tampa Bay Estuary Program Tracking Progress Toward Its Nitrogen Management Goals: Fifth Year Assessment of Bay Water Quality Indicators and Models","A. Janicki","2001","NA","#10-01","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#10-01","water quality, nitrogen, chlorophyll, status and trends, seagrass","https://drive.google.com/file/d/1RayxL44MEKb2cF7_ELyHdkBEDNzV0zA7/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1RayxL44MEKb2cF7_ELyHdkBEDNzV0zA7/view?usp=drivesdk"">View Document</a>","water quality","nitrogen","chlorophyll","status and trends","seagrass",NA
